author_id,location_id,business_type,clapi_submission_id,state,publish_after,content_type,media_id,text,type,author_name
111680,64470,professional_services,6bec1cbd-4d41-4614-99b5-a675378d0384,PUBLISHED,2021-02-25T19:18:00Z,PARTICIPATION,36a18265-407f-4973-96a3-a31d8f7466e5,The best part of a new home is making it feel like yours! What have you added to your house that you love?,INSTAGRAM_POST,Katie Ratcliffe
111680,64470,professional_services,471d2c9f-c2cf-419b-9bc6-37c5704942c5,PUBLISHED,2021-02-22T17:18:00Z,ABOUT,dacde089-e448-499a-adfb-d96247fc90c3,You can expect award-winning service when you work with us.,INSTAGRAM_POST,Katie Ratcliffe
111680,69615,professional_services,a7eb7191-60e4-4edc-8226-bd91a98e9370,PUBLISHED,2021-02-23T16:17:00Z,ABOUT,9ea59e2c-c3f1-4c9c-bf8b-e389f15dda1f,Finding the perfect match doesn't always happen on day one. That's why you need a team that will stay committed to finding you everything you're looking for and more.,INSTAGRAM_POST,Katie Ratcliffe
111680,69615,professional_services,6137144d-5c28-460f-ab03-463007464646,PUBLISHED,2021-02-25T17:18:00Z,PARTICIPATION,f7c204ec-7683-4b2f-bb3a-7a9930f83451,"Picture this: You just moved into your beautiful new home, you're unpacking the boxes and starting to settle in. You visualize this bedroom with all its furnishings. What color are you painting it?",INSTAGRAM_POST,Katie Ratcliffe
111680,66959,professional_services,2188ee00-ed7b-4388-b561-c9eeeea0fa3e,PUBLISHED,2021-02-25T17:14:00Z,PRODUCT_OR_SERVICE,e5107e57-1b9d-4028-ba2c-85f68b56e941,We have the tools you need for your next move. Call us to learn more: (515) 576-7867.,INSTAGRAM_POST,Katie Ratcliffe
111680,66959,professional_services,4ccae12f-2bb2-4d59-9388-0f49190a0b9d,PUBLISHED,2021-02-23T16:14:00Z,PRODUCT_OR_SERVICE,79a0ccdb-d2d3-4a2e-85d7-02f9585105c4,We're here to answer any questions and to make sign up as easy as possible. You can rely on us.,INSTAGRAM_POST,Katie Ratcliffe
111680,66576,professional_services,f8f4a6bb-518c-4ae3-b406-dbe149253dbf,PUBLISHED,2021-02-26T18:18:00Z,PRODUCT_OR_SERVICE,73a624da-1c77-40bc-98d8-cd5fa8324926,We'll walk you through the home-buying or -selling process every step of the way. #therealestategroup #odessahomes #odeassarealestate #odessarealtor #texasrealestate,INSTAGRAM_POST,Katie Ratcliffe
111680,66576,professional_services,eb35fdb6-e541-498a-8d1b-4e614182e107,PUBLISHED,2021-02-22T16:13:00Z,PARTICIPATION,e40d3358-d3fb-4671-bd94-b20980a299f2,"We hope everyone is safe and warm. We're thinking about you, Odessa.",INSTAGRAM_POST,Katie Ratcliffe
198103,61990,professional_services,bcf42d42-930b-4e04-aeac-37f735e7f8df,PUBLISHED,2021-02-23T20:01:00Z,PARTICIPATION,6ee24377-c6a9-4b4d-bbc1-da8cd1bab567,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,61990,professional_services,97c0aa56-74ee-470e-b13b-11a6bf266bb1,PUBLISHED,2021-02-18T20:04:00Z,ABOUT,67a5d4c2-7575-4858-a159-579392fe7f8d,"You can always count on us for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,61990,professional_services,6e671a90-3061-430c-83a1-b8dcb9f3405b,PUBLISHED,2021-02-16T20:03:00Z,ABOUT,9a718abe-4751-44e0-85d0-8368eb5efb4b,Little Real Estate Services: where dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,61990,professional_services,903dac09-467b-42cb-9eef-80936ef09c34,PUBLISHED,2021-02-25T20:04:00Z,ABOUT,0bd71921-129f-4c47-a1ce-27efe05a6278,Purchasing a home is one of the easiest ways to grow your wealth. We’re passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,58231,professional_services,9f850d60-5bdf-4408-b691-4706c5c49f81,PUBLISHED,2021-02-25T19:15:00Z,ABOUT,9597fdb7-c027-4f10-b9e6-4d5720107075,Purchasing a home is one of the easiest ways to grow your wealth. We’re passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,58231,professional_services,0ca3d1cf-d4eb-4978-82f7-6206464f480d,PUBLISHED,2021-02-23T20:06:00Z,PARTICIPATION,a1031447-4c2d-4fb9-8f7f-29b87b850d4a,"In many homes, the kitchen is the center of everything. What features are most important to you? #realtorsofpalmcoast",INSTAGRAM_POST,Kaitlin Morley
198103,58231,professional_services,a4db8247-7a63-42bb-b763-bb71086679f9,PUBLISHED,2021-02-16T20:04:00Z,ABOUT,a8660a7a-8f52-4437-86da-d5f8a15ef965,Sunburst Realty Group: where dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,58231,professional_services,96d33a7b-e9f4-477c-8d46-cd150935051f,PUBLISHED,2021-02-19T19:00:00Z,PRODUCT_OR_SERVICE,45d803b9-9aa6-4b8c-8660-8e0b58000573,"You can always count on us for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,60864,professional_services,564362c7-fe05-4fd1-a805-48f7ad4af974,PUBLISHED,2021-02-16T21:00:00Z,ABOUT,50177d98-8110-4de3-b6cc-8ead484824ff,Marge Badois - Keller Williams: where dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,60864,professional_services,1ce5b71a-a7a3-4835-9869-56e9671ed0af,PUBLISHED,2021-02-25T21:05:00Z,ABOUT,5dcbc5bc-eb2b-4835-a1cb-e09d4c53c4d7,Purchasing a home is one of the easiest ways to grow your wealth. I'm passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,60864,professional_services,fc8ad964-77d3-4265-a714-88cf5222d6b6,PUBLISHED,2021-02-23T20:05:00Z,PARTICIPATION,6760f571-3c75-466e-a981-c0957d9af477,"In many homes, the kitchen is the center of everything. What features are most important to you? #newhampshirerealestate",INSTAGRAM_POST,Kaitlin Morley
198103,60864,professional_services,964eea1a-217d-4efd-8c22-08817546edb1,PUBLISHED,2021-02-18T20:07:00Z,ABOUT,23212658-6781-48fb-bd06-c6a7706b1c02,"You can always count on me for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,73483,professional_services,a058c821-4b25-40b9-b06c-a81e1463310c,PUBLISHED,2021-02-18T20:00:00Z,ABOUT,29b0fb30-95f5-49e6-8b0a-dc9c3f5fbcba,"You can always count on us for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,73483,professional_services,cd6fc596-d25a-4935-8f89-9ef11e964d78,PUBLISHED,2021-02-23T19:04:00Z,PARTICIPATION,7069a5b3-1e9e-4c2a-95ed-d1362fd6fee9,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,73483,professional_services,feddb3eb-1f80-4011-9806-eda480dc67bb,PUBLISHED,2021-02-16T20:03:00Z,ABOUT,1e0c53a4-dcb9-49f8-a82d-bd036813df05,Lavell Realty LLC: where dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,73483,professional_services,24cb319d-6730-4241-91eb-9f8dbcb372d9,PUBLISHED,2021-02-23T20:13:00Z,ABOUT,326aa029-0176-49a6-892b-a27999641f04,Purchasing a home is one of the easiest ways to grow your wealth. We’re passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,79418,professional_services,aecd47ac-d876-4b10-8a1a-3d4ff0e4021c,PUBLISHED,2021-02-23T20:04:00Z,ABOUT,8ac9754e-48da-46d1-900f-cb876fdb9c28,Loving what you do makes all the difference -- I would know.,INSTAGRAM_POST,Kaitlin Morley
198103,79418,professional_services,c4cce6d7-c5c7-442f-8600-38e5bb54428a,PUBLISHED,2021-02-26T22:07:00Z,PARTICIPATION,f777c9a1-9a8b-4046-8a6d-7f1dc21fd1ea,"Although virtual coaching is an adjustment, what have you loved most about it?",INSTAGRAM_POST,Kaitlin Morley
198103,79418,professional_services,c4cdbd82-f2c4-4126-941a-e34a423a14b7,PUBLISHED,2021-02-16T19:00:00Z,ABOUT,50eebe2d-3d30-488b-ac1c-90b858e6f8eb,You're not alone -- speaking can get the better of most people's nerves.,INSTAGRAM_POST,Kaitlin Morley
198103,79418,professional_services,0f479f44-38e7-4787-9362-3bb9dc746d2e,PUBLISHED,2021-02-18T19:03:00Z,ABOUT,b94a9af1-1e4c-4a06-93f2-9cc0b6525ebe,Imagine not having to deal with the anxiety of public speaking? When you become more confident in public speaking your voice and your mind changes.,INSTAGRAM_POST,Kaitlin Morley
198103,72152,professional_services,bf159919-bb12-43ef-ad28-14e10af00cdb,PUBLISHED,2021-02-18T19:05:00Z,ABOUT,67ac46ef-83e0-4b34-9db9-6f9e85590e1a,"You can always count on me for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,72152,professional_services,ae45a353-e412-400e-95a6-2f83bf751db8,PUBLISHED,2021-02-23T21:04:00Z,PARTICIPATION,52f7feba-c5a4-42c4-967b-c57f99b2e2c0,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,72152,professional_services,b534e2d8-e6fc-462e-a7a6-c72202830b51,PUBLISHED,2021-02-16T20:05:00Z,ABOUT,13906ade-befb-41b5-a724-790b831964c1,This is where dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,72152,professional_services,e3d3bc75-d9f4-44df-8247-fe85f94d948d,PUBLISHED,2021-02-25T19:04:00Z,ABOUT,e858bfb0-1b9a-4072-acba-29b77f045c21,Purchasing a home is one of the easiest ways to grow your wealth. I'm passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,71448,professional_services,1757f64c-0e5e-41f5-a619-32449993de5e,PUBLISHED,2021-02-26T20:04:00Z,ABOUT,bcdb0335-3962-4854-a795-a59713baeb1f,Purchasing a home is one of the easiest ways to grow your wealth. We're passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,71448,professional_services,78b63beb-eba7-45b3-b2fd-83e2185681ae,PUBLISHED,2021-02-23T20:00:00Z,PARTICIPATION,9a4c6706-c568-4c7c-99f8-598ce7d9b4a7,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,79975,professional_services,26982aa7-09db-4f3d-9711-428b4803d656,PUBLISHED,2021-02-18T19:00:00Z,ABOUT,8ba19258-e859-45e6-a867-3a386cdd1ffd,I make dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,79975,professional_services,ba47079c-1fef-44dd-a8bf-db48bd2686bf,PUBLISHED,2021-02-23T19:05:00Z,PARTICIPATION,f1c4b0db-ee46-47e2-acfb-0fc5dc79f0c5,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,79975,professional_services,27448896-7198-4116-9dcd-fb535e12a77a,PUBLISHED,2021-02-26T20:02:00Z,ABOUT,ff68cfcc-05e9-49b3-a8a9-0fa78aab830b,"Purchasing a home is one of the easiest ways to grow your wealth.
 I'm passionate about helping our community invest wisely in their future.",INSTAGRAM_POST,Kaitlin Morley
198103,79975,professional_services,ebdc5b0e-16de-44b6-a65a-ae0232145fda,PUBLISHED,2021-02-16T22:07:00Z,PRODUCT_OR_SERVICE,18a85d81-2e3d-4888-a7e1-f4e08db7db5f,"You can always count on me for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,79828,professional_services,0724b39a-6be5-458f-bedd-5ee09725e3c1,PUBLISHED,2021-02-23T21:07:00Z,PARTICIPATION,f23117ae-420d-447c-91d5-a27cc3f50d4e,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,79828,professional_services,33beba10-9fc2-464c-a8f3-04d8351fd6ae,PUBLISHED,2021-02-18T20:00:00Z,ABOUT,9840434a-c152-498f-a225-dff07620c671,Crown Real Estate Group: where dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,79828,professional_services,e6de2867-83d4-48fe-b816-4a9abfe7ef97,PUBLISHED,2021-02-16T19:00:00Z,PRODUCT_OR_SERVICE,694de857-5f3a-4e9c-b43e-9d421c022055,"You can always count on us for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,79828,professional_services,ffcb2f8b-3359-41fa-b1c2-9f152e793ada,PUBLISHED,2021-02-26T19:03:00Z,ABOUT,2a3f3eaa-5bf1-445b-9546-dd7e06e93009,Purchasing a home is one of the easiest ways to grow your wealth. We're passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,79834,professional_services,346be3fa-5cec-41b9-a1e6-2063d53f75ba,PUBLISHED,2021-02-23T19:04:00Z,PARTICIPATION,43d89370-862c-4c05-9437-506dd72b2a99,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,79834,professional_services,750c4932-19d1-4936-8b89-931a698bdbb0,PUBLISHED,2021-02-16T19:00:00Z,PRODUCT_OR_SERVICE,e015dc09-347f-4b75-8667-391586630d85,"You can always count on me for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,79834,professional_services,fb55d782-6bb1-4653-bf9f-c7fe4ed20712,PUBLISHED,2021-02-26T19:02:00Z,ABOUT,156eaf3b-79c4-4258-92e2-d0c753660a8a,Purchasing a home is one of the easiest ways to grow your wealth. I'm passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,79834,professional_services,f02050ff-6f69-4099-8c05-a26040c4dddc,PUBLISHED,2021-02-18T20:02:00Z,ABOUT,d3804f5c-166c-47dd-a80e-aa757d31e573,I make dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,70049,professional_services,3d30d0e4-dc42-4f3a-a727-436292c29eb3,PUBLISHED,2021-02-23T21:04:00Z,ABOUT,814f4286-e88e-4753-b478-4a4fce4ef463,"From slate to shingles, we work with all kinds of roofs. We provide a service a step above the rest.",INSTAGRAM_POST,Kaitlin Morley
198103,70049,professional_services,25e2f6f9-4ea5-4043-8cea-35b6d19b22b6,PUBLISHED,2021-02-26T19:02:00Z,ABOUT,5cb7516c-077c-4b39-b291-048d5be556f3,"Our team specializes in finding simple solutions for tough problems. When everything seems to be going wrong, we’re ready to show up and make it right.",INSTAGRAM_POST,Kaitlin Morley
198103,70049,professional_services,5555590f-0acc-4032-80b0-4937bf74b6a9,PUBLISHED,2021-02-18T21:00:00Z,PRODUCT_OR_SERVICE,3d9528b5-3ae9-4ed5-958c-97c3759c1a57,"You can change a lot of things about a building, but your roof repair shouldn’t be one you do alone. Call (469) 314-4101, and let us get the job done for you.",INSTAGRAM_POST,Kaitlin Morley
198103,70049,professional_services,73b0fae4-d75e-4c82-9b11-59bcf6012b08,PUBLISHED,2021-02-16T20:00:00Z,PARTICIPATION,c72778f3-a9ef-4bb0-9859-549f5be65700,Home is where you should feel safe and comfortable. How can we help?,INSTAGRAM_POST,Kaitlin Morley
198103,59994,professional_services,a7d89965-61a4-4d15-9d8e-33019e40237e,PUBLISHED,2021-02-27T20:01:00Z,ABOUT,c6b21e4d-5143-4962-836a-cb155226400c,Purchasing a home is one of the easiest ways to grow your wealth. I'm passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,59994,professional_services,146ef7c8-de02-4bbf-9550-e97f2af2c2b6,PUBLISHED,2021-02-16T20:03:00Z,ABOUT,0b633e13-a190-405f-b5fc-355f1942db82,This is where dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,59994,professional_services,88369ae5-560a-4d01-ba9c-11c033563cf1,PUBLISHED,2021-02-23T21:04:00Z,PARTICIPATION,8375a705-966a-4a9b-bcec-167c58211617,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,59994,professional_services,e80bc4b6-f279-4c35-9afa-c91d37635c13,PUBLISHED,2021-02-18T22:00:00Z,PRODUCT_OR_SERVICE,77389a7b-d4d8-432b-abe6-4127aad9390f,"You can always count on me for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,73404,professional_services,ee8f97d8-fc68-410a-918d-717d517af158,PUBLISHED,2021-02-23T20:07:00Z,PARTICIPATION,b074009c-c283-4856-90ff-9b5f82fc8627,"In many homes, the kitchen is the center of everything. What features are most important to you?",INSTAGRAM_POST,Kaitlin Morley
198103,73404,professional_services,682bcdee-6c2e-4038-8f09-ca49b5730fc5,PUBLISHED,2021-02-18T20:02:00Z,PRODUCT_OR_SERVICE,da813c0f-ef19-4ee3-b504-63a170f1cfb1,"You can always count on me for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,73404,professional_services,63ffdf95-08cf-4bdd-81eb-94042ad08eed,PUBLISHED,2021-02-16T22:00:00Z,ABOUT,e364a9e9-152a-45f7-a557-3971a6d161d2,I make dream homes come true.,INSTAGRAM_POST,Kaitlin Morley
198103,73404,professional_services,fdfd37f9-b9c2-4368-8602-6211feae8b2f,PUBLISHED,2021-02-26T20:04:00Z,ABOUT,769e537d-d3cb-4ca9-85c9-d0bd559e2321,Purchasing a home is one of the easiest ways to grow your wealth. I'm passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
198103,79497,professional_services,1a6ed292-b004-4ea3-a038-d6dfde7d8257,PUBLISHED,2021-02-23T21:04:00Z,PARTICIPATION,97e23027-e941-47b0-a9dd-340671537889,"In many homes, the kitchen is the center of everything. What features are most important to you? #realestate #realtor #homebuyers #DonelleSellsAZ",INSTAGRAM_POST,Kaitlin Morley
198103,79497,professional_services,7148958a-d7a9-47ad-af8e-9968de47a58d,PUBLISHED,2021-02-16T20:03:00Z,ABOUT,fa90a3d3-0460-428a-9a54-dd4dd17c3adc,Donelle Sells AZ: where dream homes come true. What are some things on your checklist for your dream home?,INSTAGRAM_POST,Kaitlin Morley
198103,79497,professional_services,f22d403e-0502-475c-96a1-6fb3f2474b64,PUBLISHED,2021-02-18T20:02:00Z,ABOUT,92e47f0a-7eb5-463a-81f3-6d9d73addd0e,"You can always count on me for clarity through complicated processes like escrow, appraisal, and contingency.",INSTAGRAM_POST,Kaitlin Morley
198103,79497,professional_services,c0e5af0d-7e36-4eaf-aa72-e5eae272af1f,PUBLISHED,2021-02-25T22:00:00Z,ABOUT,d65c23cb-fead-4aad-8578-4ef8a059a0eb,Purchasing a home is one of the easiest ways to grow your wealth. I'm passionate about helping our community invest wisely in their future.,INSTAGRAM_POST,Kaitlin Morley
130933,77971,professional_services,54347464-5fd3-4dd0-8f80-6d7bbae2d838,PUBLISHED,2021-02-17T20:24:00Z,PRODUCT_OR_SERVICE,abf9866e-6f02-46e3-a168-4f3d60b48272,"Our main goal is getting the keys of your dream property in your hands! Give us a call, and let's get started on your journey: (720) 588-3776.",INSTAGRAM_POST,Allison Randel
130933,77971,professional_services,dddd6f57-072a-432f-9f18-02f38ea66516,PUBLISHED,2021-02-16T16:12:00Z,PRODUCT_OR_SERVICE,c7737b02-47ee-4a6a-857a-c7d254318d41,"For all your small to mid-market projects, give our team a call. We'd be happy to help you along your journey: (720) 588-3776.",INSTAGRAM_POST,Allison Randel
130933,71203,professional_services,1aa23b4b-1b5e-4e19-9ae9-849577968d2c,PUBLISHED,2021-02-20T16:08:00Z,PRODUCT_OR_SERVICE,7c6b36ec-6b33-4c29-b262-ee6d5bc25794,"With our experience and dedication to guiding each client, we're here to help you read between the lines.",INSTAGRAM_POST,Allison Randel
130933,71203,professional_services,3f87b02c-87c7-4d48-a7dd-7741ad8561f6,PUBLISHED,2021-02-16T21:21:00Z,PRODUCT_OR_SERVICE,6d3ac778-7901-436c-9d12-c55b95f59050,Have a question about our services? Check out our website to learn more about what we can do for you!,INSTAGRAM_POST,Allison Randel
130933,73659,professional_services,b45be17d-8f38-4b1a-93f9-eec9f754c8d8,PUBLISHED,2021-02-20T21:47:00Z,PRODUCT_OR_SERVICE,87f7f532-4c1c-44b9-9aea-71050cd1ffc0,There's nothing like a Monroe evening on the porch! Let's build you the perfect one so you can enjoy the springtime comfortably.,INSTAGRAM_POST,Allison Randel
130933,73659,professional_services,4a916945-a024-4c6a-8a5b-70146cd0edf6,PUBLISHED,2021-02-16T20:24:00Z,PRODUCT_OR_SERVICE,6528495f-0695-477a-8729-f503edc83adf,"From vinyl siding to window work, our team's here to help you complete your dream home! Visit our website to learn more about our services.",INSTAGRAM_POST,Allison Randel
176694,72936,professional_services,90e21a00-3515-4956-a869-d65552c26a71,PUBLISHED,2021-02-16T18:03:00Z,PRODUCT_OR_SERVICE,37bb317a-3ee3-4065-997f-484b7ee57d28,June will be by your side from start to finish. You will not be disappointed. Call June today! 281-678-9414,INSTAGRAM_POST,Valerie Lancaster
176694,72936,professional_services,9187cf72-1989-4e08-b8c6-9a95e175fff2,PUBLISHED,2021-02-26T20:48:00Z,PRODUCT_OR_SERVICE,0cfd426d-f56d-43c1-b541-5d74858bb6f3,"We're invested in selling your home. As buyers explore your area this spring, we'll focus on the aspects that make your home's location so appealing.",INSTAGRAM_POST,Valerie Lancaster
176694,72936,professional_services,0908f085-e20e-4c15-b540-63cbda34d1e8,PUBLISHED,2021-02-18T18:18:00Z,PARTICIPATION,56f34b5c-9552-413a-acfd-661e847840b1,"With tax returns rolling in and local contractors in need of business, what's a home project you're excited to get completed or start finding recommendations for?",INSTAGRAM_POST,Valerie Lancaster
176694,72936,professional_services,bc2e1eaa-bc6b-4ed7-a71c-b939b5c7a7ff,PUBLISHED,2021-02-23T16:38:00Z,PRODUCT_OR_SERVICE,94d8d7f1-95d7-4b3e-b60c-0de6b3578e7a,"With virtual showings being a new norm, keeping your home clean, well-lit, and clutter free has never been more pertinent. I'll offer you all the tips and references you need to maintain it all with ease.",INSTAGRAM_POST,Valerie Lancaster
176694,67631,professional_services,d14a2eb5-d2d9-4940-bfef-aea569f3c7a5,PUBLISHED,2021-02-16T16:53:00Z,PARTICIPATION,d167deec-ae22-45f7-a35a-aa48c39577fb,"With tax returns rolling in and local contractors in need of business, what's a home project you're excited to get completed or start finding recommendations for?",INSTAGRAM_POST,Valerie Lancaster
176694,67631,professional_services,b2fe1d10-a3f4-4e20-b05d-df35d7ccfa21,PUBLISHED,2021-02-22T17:58:00Z,PRODUCT_OR_SERVICE,dc995c79-7df4-4a6e-adc1-736f3ff3ee60,"I'm invested in selling your home. As buyers explore your area this spring, I'll focus on the aspects that make your home's location so appealing.
  #roygursli #roygurslirealestatebroker",INSTAGRAM_POST,Valerie Lancaster
176694,67631,professional_services,374562c2-aa66-4e8b-88d2-178409d5278a,PUBLISHED,2021-02-19T16:04:00Z,PRODUCT_OR_SERVICE,d88d3022-01bd-476b-8166-fa899ad671d1,Roy will be by your side as long as it takes to close on a home that meets all your needs and most of your wants too.,INSTAGRAM_POST,Valerie Lancaster
176694,67631,professional_services,61796c0b-7872-4f0a-ab49-97597cfc7c29,PUBLISHED,2021-02-28T15:58:00Z,EDUCATIONAL,52b83755-e943-4d52-a350-ed39811cdd0b,"With virtual showings being a new norm, keeping your home clean, well-lit, and clutter free has never been more pertinent. I'll offer you all the tips and references you need to maintain it all with ease.",INSTAGRAM_POST,Valerie Lancaster
176694,72085,professional_services,d112db47-394d-467d-afdd-07f1a157610f,PUBLISHED,2021-02-17T19:09:00Z,PRODUCT_OR_SERVICE,d622050f-2d02-4459-a7ea-e8de0828c4bf,Elizabeth will be by your side as long as it takes to close on a home that meets all your needs and most of your wants too.,INSTAGRAM_POST,Valerie Lancaster
176694,72085,professional_services,7b892fb6-77f1-4292-b4ee-80638003bad0,PUBLISHED,2021-02-24T16:43:00Z,PRODUCT_OR_SERVICE,1a4d949a-e81f-423a-8c42-05a4fa1af1f0,"With virtual showings being a new norm, keeping your home clean, well-lit, and clutter free has never been more pertinent. Elizabeth will offer you the tips and references you need to maintain it all with ease.",INSTAGRAM_POST,Valerie Lancaster
